UserName;Embedded_text;Likes;ID
@citizensclimate;"IMF on need for #PriceOnCarbon: 

""Much larger coordinated global policies — including carbon price floors — will be needed to meet the new goals laid out at the Glasgow climate conference and stave off catastrophic global climate change.""
@Ben_Geman
axios.com
IMF: Larger coordinated efforts needed to ""stave off catastrophic global climate change""
""The ongoing climate emergency continues to pose grave risks to the global economy "" the IMF stated.
18
37";18;post_428
@RAN;"Stopping the money pipeline to fossil fuels is a key strategy for stopping climate change. There's no oil pipeline  coal plant  or drilling project that can happen without financing. Learn more about how we win against the biggest banks & insurers:
ran.org
Defund Climate Change - Rainforest Action Network
Since 2016  35 banks have poured $2.7 trillion into fossil fuels and dirty energy. It’s time for Wall Street to defund climate change for good  because business  as usual  isn’t going to cut it...
2
5
7";5;post_429
@Leigh_Phillips;"So surely the plain-Jane terms ‘climate change’  ‘biodiversity loss’  and ‘mass extinction’ are already sufficient (and already scary enough) for describing the challenge.
3
12";;post_430
@MACDUFF_THP;"OPINION | Save a building  fight climate change | CBC News https://cbc.ca/news/opinion/opinion-climate-building-demolition-1.6325677?__vfz=medium%3Dsharebar… 

The greenest building is the one that is already built...
@mariecblais
 @pandrewcox
 @WMegarry
 @ICCROM_King
 @GabeVCaballero
 @AndrewSPotts
 @hannahfluck
cbc.ca
OPINION | Save a building  fight climate change | CBC News
Demolishing an existing building  throwing it away in a landfill  is a staggering act of conspicuous consumption  writes Sarah Sheehan.
3
13";3;post_431
@Inc;"Scientists now think drinking coffee might someday slow the speed of climate change.  
@Sales_Source
inc.com
New Science: Drinking Coffee Might Help Save the Planet
The only downside to drinking coffee turns out to be an environment-friendly business opportunity.
1
11
23";11;post_432
@UCalgary;"Elder and 
@UCalgary_FSW
 professor Dr. Betty Bastien of the Blackfoot Confederacy explores the connection between reconciliation and climate change for Elders Teaching Series webinar on Jan. 27 http://ow.ly/6tzs50HEPUS
2
6
7";6;post_433
@arstechnica;"Humans have long been protected from fungal infections. Climate change could ruin that (via 
@WIRED
).
arstechnica.com
It’s time to fear the fungi
Humans have long been protected from fungal infections. Climate change could ruin that.
2
12
17";12;post_434
@BenDiamondFL;"Without hard work and careful planning  the impacts of red tide will likely get worse due to climate change. That's why we must address the root cause of the climate crisis AND hold corporate polluters accountable. We can and should do both.
insideclimatenews.org
Florida’s Red Tides Are Getting Worse and May Be Hard to Control Because of Climate Change - Inside...
A task force appointed by Florida Gov. Ron DeSantis to address the state’s algal bloom crisis concluded in a recent report that “without hard work and careful planning” adverse human health impacts...
3
16";3;post_435
@KevinRBing;"Echoing 
@DougOMalleyENJ
 - it's 
@GovMurphy
 turn to weigh in on this. Widening 
@NJTurnpike
 goes against 
@NJGov
 own goals on climate change  traffic safety  and investing in 
@NJTRANSIT
 We're just blowing toll $ to make more traffic
1
18";1;post_436
@WhisperKats;"Replying to 
@jennynoise
 and 
@samanthamaiden
I guess it's taken eyes of the Great RAT Mystery  aged care debacle  invasion day  people dying from Covid  climate change etc for a day or two.
1
2
49";2;post_437
@Chronotope;"Big Tech Bro Energy is moving your company into a state that will absolutely suffer terribly from climate change and that is actively attempting to prevent women from getting proper healthcare  with no accounting for either.
2
1
11";1;post_438
@janewbaldwin;"Attending AMS  interested in heat waves/ health risks  and looking for a session to join? Check out the 
@AMS_Health
 session happening now ""Improving Projections of Temperature–Health Outcomes with Climate Change"":
ams.confex.com
Improving Projections of Temperature–Health Outcomes with Climate Change
Over the past decade  projections of temperature-health outcomes with climate change have proliferated. Much of this work has been based on combined temperature-humidity metrics (such as wet bulb...
3
5";3;post_439
@healthy_climate;"Climate scientist 
@Jat_science
: ""The science could not be any clearer. We need to reach #NetZero emissions ASAP to avoid catastrophic climate change  otherwise extreme heat events  like we in Perth experienced  will simply become more normal.""

#HeatKills
theconversation.com
What drove Perth's record-smashing heatwave – and why it's a taste of things to come
Climate models point to these extreme heatwaves becoming more frequent in southwest Australia – a region considered a climate change hotspot.
1
3
10";3;post_440
@healthy_climate;"If climate change keeps you up at night or triggers anxiety and sadness  you may be struggling with climate anxiety #ClimateGrief #EcoAnxiety

From 
@psycomnet
  here's a look at this growing problem and what you can do to build hope and resilience 
psycom.net
Climate Anxiety & Climate Grief: Expert Coping Tips
Climate anxiety and climate grief explain the mental health impact of climate change. Mourning environmental losses from global warming? Here's what to do.
6
7";6;post_441
@ProtectWinters;"Olympians Brock Crouch  
@jessdiggs
  & 
@mrDavidWise
sounding the alarm on climate change today on #MyNewFavoriteOlympian podcast with 
@ApoloOhno
. Check it out! (
@SRubinroit
)
podcasts.apple.com
My New Favorite Olympian: Team USA battles climate change on Apple Podcasts
Show My New Favorite Olympian  Ep Team USA battles climate change - Jan 26  2022
4
7";4;post_442
@SnazzyGerbil;"Replying to 
@WendyOrent
 and 
@amybarnhorst
I feel like it’s not JUST the pandemic but it is a turning point where climate change and political/civil unrest coupled with the pandemic has shifted us and will keep shifting us. Climate change will be exponentially worse in the next few years. There’s no getting back to normal
1
10";;post_443
@MotherJonesFood;"Our partner 
@FERNnews
 is hiring a Midwest Climate Reporting Fellow  someone to report on how climate change is affecting food and agricultural systems and equity issues among food-system workers in the Midwest region. More here:
thefern.org
Jobs | Food and Environment Reporting Network
No jobs at this time.
3
5";3;post_444
@CalNBC;"“Because of climate change  water temperatures along much of East Coast have warmed faster than 96 percent of world’s oceans.” 
https://nbcnews.com/news/weather/bomb-cyclone-slam-northeast-new-england-weekend-rcna13609… via 
@nbcnews
 @KathrynProciv
nbcnews.com
Nasty nor'easter could slam the Northeast and New England this weekend
A coastal storm is forecast to intensify rapidly into a bomb cyclone over the Atlantic. How close it tracks to the coast will determine whether there is just a dusting or a crippling blizzard from...
2
3
8";3;post_445
@314action;".
@314action
 STEM champions will lead new task forces on climate change:

 #IL06's 
@SeanCasten
 will co-chair the Power Sector Task Force.

 #WA08's 
@DrKimSchrier
 will co-chair the Climate and Agriculture Task Force.

To solve problems  #ElectScientists.
washingtonpost.com
Analysis | House Democrats to launch three climate task forces
The House Sustainable Energy and Environment Coalition on Thursday will formally launch three task forces focused on tackling key aspects of the climate crisis.
4
5";4;post_446
@HarmSaeijs;"Replying to 
@PEspinosaC
 @AlokSharma_RDG
 and 
@UNFCCC
""Holding the increase in the global average temperature to well below 2°C and pursuing efforts to limit the temperature increase to 1.5°C above pre-industrial levels  recognizing that this would significantly reduce the risks and impacts of climate change""
https://unfccc.int/process-and-meetings/the-paris-agreement/the-paris-agreement…";;post_447
@DawnTJ90;"Climate change causes warm winters. 

Global warming causes cold winters. 

CO₂ : The most amazing molecule evah!
16
64
153";64;post_448
@estherk_k;"I don't want to hear anyone talking about 'credibility' in the climate change discussion. 

You literally trotted a teenager with mental health issues around the world to be the expert on these issues.
44
118
874";118;post_449
@cheryl_kernot;"“The Morrison government will today promise $1bn for G Barrier Reef conservation over the next decade  as the natural wonder faces an existential threat from climate change that Australia is helping to accelerate.”Just like those Govt energy ads dominating tennis - erasing past!!
54
149
631";149;post_450
@climatecouncil;"“I have been watching the reef decline for 30 years. Climate change is the number one threat. The only way to protect the Reef from this threat is to move rapidly away from fossil fuels like coal  oil and gas.” - Leading ecologist  Prof Lesley Hughes.
14
280
635";280;post_451
@AssaadRazzouk;"The world's largest lender to fossil fuels  JPMorgan  is trying to silence investors on climate change by fighting 4 shareholder petitions - from nuns and activists - at the SEC

The legal climate juggernaut is taking off and they won't be able to stop it

https://ft.com/content/70d783fd-64cd-41dc-9847-9d5dc0c8630c…
4
91
153";91;post_452
